time,level,file,line,msg,pkt_count,tcp_pkt_count_tot,udp_pkt_count_tot,icmp_pkt_count_tot,unsupported_pkt_count,pkt_buf_count,flow_hash_count,lazy_flow_hash_count,lazy_flow_hash_hit,pkt_list_count_tot,pkt_list_count_use,flow_hash_list_count_tot,flow_hash_list_count_use,flow_hash_search_depth,installed_entry_count_tot,installed_entry_count_tcp,installed_entry_count_udp,installed_entry_count_icmp,install_buf_size,replied_flow_count_tot,replied_flow_count_tcp,replied_flow_count_udp,replied_flow_count_icmp,expired_pkt_count_tot,expired_pkt_count_tcp,expired_pkt_count_udp,expired_pkt_count_icmp,active_host_tbl_entry_count,local_entry_count,send_pkt_error_count
1736650812.049841,STATS,src/tsdn.c,583,stats,677272,588932,41327,5563,20113,317,773,456,0,1432,317,2901,773,0,14000,0,0,0,1335,15335,0,0,0,333845,307299,21931,4615,4644,4644,0
1736650843.377259,STATS,src/pkt_handle.c,202,timeout,70927
1736650852.742168,STATS,src/tsdn.c,603,pkt_processing_time,1000000,31
1736650872.049843,STATS,src/tsdn.c,583,stats,1158482,1004892,76028,10531,38285,354,686,332,0,1432,354,2901,686,1,28000,0,0,0,510,28510,0,0,0,659531,607312,43351,8868,4576,4576,0
1736650905.913611,STATS,src/tsdn.c,603,pkt_processing_time,1500000,82
1736650932.049855,STATS,src/tsdn.c,583,stats,1799159,1575148,114572,15963,57989,338,706,368,0,1432,338,2901,706,0,42000,0,0,0,706,42706,0,0,0,992895,914344,65061,13490,4592,4592,0
1736650933.302466,STATS,src/pkt_handle.c,202,timeout,70001
1736650958.612607,STATS,src/tsdn.c,603,pkt_processing_time,2000000,42
1736650992.049922,STATS,src/tsdn.c,583,stats,2258294,1966477,150603,21887,77579,340,703,363,0,1432,340,2901,703,0,54000,0,0,0,1471,55471,0,0,0,1310083,1206018,85386,18679,2755,2755,0
1736651016.044016,STATS,src/tsdn.c,603,pkt_processing_time,2500000,15
1736651028.339540,STATS,src/pkt_handle.c,202,timeout,70049
1736651052.050148,STATS,src/tsdn.c,583,stats,2790582,2414448,202680,28070,97427,335,736,401,0,1432,335,2901,736,0,66000,0,0,0,40,68040,0,0,0,1624108,1493767,106316,24025,2815,2815,0
1736651080.550685,STATS,src/tsdn.c,603,pkt_processing_time,3000000,29
1736651112.050247,STATS,src/tsdn.c,583,stats,3251316,2802887,241804,35397,116907,316,651,335,0,1432,316,2901,651,0,80000,0,0,0,676,80676,0,0,0,1932893,1775714,126917,30262,4568,4568,0
1736651125.446525,STATS,src/pkt_handle.c,202,timeout,70529
1736651140.498482,STATS,src/tsdn.c,603,pkt_processing_time,3500000,9
1736651172.050249,STATS,src/tsdn.c,583,stats,3759650,3242504,276470,42722,136908,353,815,462,0,1432,353,2901,815,1,92000,0,0,0,1445,93445,0,0,0,2242115,2058017,147125,36973,2805,2805,0
1736651204.682927,STATS,src/tsdn.c,603,pkt_processing_time,4000000,17
1736651222.347168,STATS,src/pkt_handle.c,202,timeout,70065
1736651232.050486,STATS,src/tsdn.c,583,stats,4195889,3611037,312110,49383,155773,290,661,371,0,1432,290,2901,661,0,104000,0,0,0,53,106053,0,0,0,2549609,2337864,168680,43065,2736,2736,0
1736651254.288319,STATS,src/tsdn.c,603,pkt_processing_time,4500000,21
1736651292.050547,STATS,src/tsdn.c,583,stats,4771947,4121587,347174,57014,172482,314,670,356,0,1432,314,2901,670,0,118000,0,0,0,801,118801,0,0,0,2852827,2613574,189454,49799,2815,2815,0
1736651320.061560,STATS,src/tsdn.c,603,pkt_processing_time,5000000,603
1736651320.833402,STATS,src/pkt_handle.c,202,timeout,70082
1736651352.050715,STATS,src/tsdn.c,583,stats,5246503,4528938,383720,64687,188776,345,738,393,0,1432,345,2901,738,0,130000,0,0,0,1348,131348,0,0,0,3161206,2895359,209829,56018,2821,2821,0
1736651384.636624,STATS,src/tsdn.c,603,pkt_processing_time,5500000,22
1736651412.050773,STATS,src/tsdn.c,583,stats,5875925,5090436,417701,71367,209269,305,692,387,0,1432,305,2901,692,0,146000,0,0,0,163,146163,0,0,0,3468599,3178294,229027,61278,6676,6676,0
1736651417.992672,STATS,src/pkt_handle.c,202,timeout,70163
1736651421.283191,STATS,src/tsdn.c,603,pkt_processing_time,6000000,276
1736651463.618887,STATS,src/tsdn.c,603,pkt_processing_time,6500000,6
1736651472.050854,STATS,src/tsdn.c,583,stats,6571931,5716905,452482,79633,229605,403,806,403,0,2360,403,2901,806,0,158000,0,0,0,1412,159412,0,0,0,3793852,3477693,248046,68113,2773,2773,0
1736651507.882717,STATS,src/pkt_handle.c,202,timeout,70107
1736651523.514928,STATS,src/tsdn.c,603,pkt_processing_time,7000000,27
1736651532.051040,STATS,src/tsdn.c,583,stats,7082605,6149481,496515,87346,249685,375,726,351,0,2360,375,2901,726,0,172000,0,0,0,594,172594,0,0,0,4126510,3783147,269036,74327,4627,4627,0
1736651583.111487,STATS,src/tsdn.c,603,pkt_processing_time,7500000,502
1736651592.051169,STATS,src/tsdn.c,583,stats,7588395,6583033,533602,94809,270988,407,775,368,0,2360,407,2901,775,0,186000,0,0,0,941,186941,0,0,0,4457272,4086411,290438,80423,4556,4556,0
1736651599.817789,STATS,src/pkt_handle.c,202,timeout,70080
1736651643.362215,STATS,src/tsdn.c,603,pkt_processing_time,8000000,5
1736651652.051501,STATS,src/tsdn.c,583,stats,8073519,6997084,571914,102160,290278,377,784,407,0,2360,377,2901,784,0,198000,0,0,0,1304,199304,0,0,0,4774648,4376447,311720,86481,2816,2816,0
1736651686.671103,STATS,src/pkt_handle.c,202,timeout,70108
1736651698.063356,STATS,src/tsdn.c,603,pkt_processing_time,8500000,20
1736651712.051635,STATS,src/tsdn.c,583,stats,8682299,7531462,608163,111939,311038,561,1075,514,0,2360,561,2901,1075,0,212000,0,0,0,231,212231,0,0,0,5187090,4759810,332646,94634,4560,4560,0
